,,,,,,,,,,,,
,İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,MALATYA,DOĞU ANADOLU,http://www.inonu.edu.tr/,ozelkalem@inonu.edu.tr,04223410029,0 422 341 00 32,İnönü Üniversitesi Kampüsü Elazığ Yolu 15. Km. 44280 MALATYA,AHMET KIZILAY,
,İSKENDERUN TEKNİK ÜNİVERSİTESİ,23.04.2015,DEVLET,HATAY,AKDENİZ,www.iste.edu.tr,ofis@iste.edu.tr,03266135600,03266135613,"İskenderun Teknik Üniversitesi Rektörlüğü Merkez Kampüs 31200 
İskenderun/HATAY",TOLGA DEPCİ,
,İSTANBUL AREL ÜNİVERSİTESİ,18.05.2007,VAKIF,İSTANBUL,MARMARA,http://www.arel.edu.tr,arel@arel.edu.tr,02128672500,2128600481,İstanbul Arel Üniversitesi -Türkoba Mah. Erguvan Sokak No: 26/K Tepekent-B.,AHMET ERCAN GEGEZ,
,İSTANBUL ATLAS ÜNİVERSİTESİ,18.05.2018,VAKIF,İSTANBUL,MARMARA,www.atlas.edu.tr,info@atlas.edu.tr,444 34 39,0212 761 87 61,Hamidiye Mahallesi Anadolu Caddesi No:40/2 Kağıthane/İSTANBUL,MUSTAFA KÜÇÜK,
,İSTANBUL AYDIN ÜNİVERSİTESİ,18.05.2007,VAKIF,İSTANBUL,MARMARA,http://www.aydin.edu.tr,info@aydin.edu.tr,4441428,02124255759,Florya Halit Aydın Kampüsü Beşyol Mah. İnönü Cad. No: 38 Sefaköy-,YADİGAR İZMİRLİ,
,İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İSTANBUL,MARMARA,www.bilgi.edu.tr,info@bilgi.edu.tr,02123115000,02122162414,Eski Silahtarağa Elektrik Santralı Kazım Karabekir Cad. No: 2/13 34060 Eyüpsultan ,MUSTAFA EGE YAZGAN,
,İSTANBUL ESENYURT ÜNİVERSİTESİ,18.06.2013,VAKIF,İSTANBUL,MARMARA,http://www.esenyurt.edu.tr,bilgi@esenyurt.edu.tr,Santral4449123 - RektörlükD.9021245000,0212 699 09 90,İnönü Mah. Doğan Araslı Bulvarı No:79 Esenyurt-İSTANBUL,HAYRETTİN AKKAYA,
,İSTANBUL GALATA ÜNİVERSİTESİ,12.06.2019,VAKIF,İSTANBUL,MARMARA,www.galata.edu.tr,sezen.sahin@galata.edu.tr,02129125050-02129124141,02129125051,Evliya Çelebi Mahallesi Meşrutiyet Caddesi No: 62 Tepebaşı/Beyoğlu/İsta,ÖZGÜR ÇENGEL,
,İSTANBUL GEDİK ÜNİVERSİTESİ,03.03.2011,VAKIF,İSTANBUL,MARMARA,www.gedik.edu.tr,rektorluk@gedik.edu.tr,02164524585,02164528717,Cumhuriyet Mahallesi İlkbahar Sokak No: 1 Yakacık 34876 Kartal İstanbul,NİHAT AKKUŞ,
,İSTANBUL GELİŞİM ÜNİVERSİTESİ,03.03.2011,VAKIF,İSTANBUL,MARMARA,www.gelisim.edu.tr,bilgi@gelisim.edu.tr,02124227000,02124227401,Cihangir Mahallesi Şehit Jandarma Komando Er Hakan Öner Sk. No:1 Avcılar / ,BAHRİ ŞAHİN,
,,,,,,,,,,,,
,,,,,,,,,,,,
,İSTANBUL KENT ÜNİVERSİTESİ,07.09.2016,VAKIF,İSTANBUL,MARMARA,www.kent.edu.tr,insankaynaklari@kent.edu.tr,02126101010,02122445368,Cihangir Mahallesi Sıraselviler Caddesi No:71 34433 Beyoğlu İSTANBUL,MEHMET NECMETTİN ATSÜ,
,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İSTANBUL,MARMARA,www.iku.edu.tr,kultur@iku.edu.tr,02124984141,0212 498 43 06,"Ataköy Yerleşkesi, 34156 Bakırköy / İSTANBUL",HANİFE ÖZTÜRK AKKARTAL,
,İSTANBUL MEDENİYET ÜNİVERSİTESİ,21.07.2010,DEVLET,İSTANBUL,MARMARA,http://www.medeniyet.edu.tr,ozelkalem@medeniyet.edu.tr,02162803333,0 216 2802021,"Dumlupınar mahallesi, D-100 Karayolu No:98  Kadıköy / İstanbul",GÜLFETTİN ÇELİK,
,İSTANBUL MEDİPOL ÜNİVERSİTESİ,07.07.2009,VAKIF,İSTANBUL,MARMARA,www.medipol.edu.tr,bilgi@medipol.edu.tr,4448544,0212531755,"Kavacık Mah.Ekinciler Cad.No:19, 34840 Beykoz-İstanbul",ÖMER CERAN,
,İSTANBUL OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İSTANBUL,MARMARA,www.okan.edu.tr,okan@okan.edu.tr,4446526 ,02166771647,"Okan Üniversitesi Tuzla Kampüsü, 34959 Akfırat - Tuzla / İSTANBUL",MİTHAT KIYAK,
,İSTANBUL RUMELİ ÜNİVERSİTESİ,23.04.2015,VAKIF,İSTANBUL,MARMARA,www.rumeli.edu.tr,bilgi@rumeli.edu.tr,02128660101,02128660125,"Yeni Mahalle Mah. Mehmet Silivrili Cad. No: 38/8 Posta Kodu 34570
",HAZİM TAMER DODURKA,
,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,24.04.2010,VAKIF,İSTANBUL,MARMARA,http://www.izu.edu.tr/,bilgi@izu.edu.tr,4449798,02126938229,Halkalı Cad. No: 281 Halkalı - Küçükçekmece / İSTANBUL Posta Kodu: ,AHMET CEVAT ACAR,
,İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,İSTANBUL,MARMARA,www.issb.edu.tr,info@ssb.edu.tr,0 850 811 18 18,0 224 223 27 31,Cankurtaran Mahallesi Kennedy Caddesi No:2 Ahırkapı Feneri Yanı Fatih İSTANBUL,- -,
,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,18.05.2018,VAKIF,İSTANBUL,MARMARA,www.istun.edu.tr,info@istun.edu.tr,4443788,4443788,"Topkapı Kampüsü
Seyitnizam Mahallesi Mevlana Caddesi No: 85 Zeytinburnu – ",SEYHAN ALKAN,
,İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,18.05.2012,VAKIF MYO,İSTANBUL,MARMARA,www.sisli.edu.tr,info@sisli.edu.tr,4447868,02122509503,Maslak Mah. Atatürk Oto Sanayi Sitesi 55. Sok. No:2 Sarıyer/ İSTANBUL,- -,
,,,,,,,,,,,,
,,,,,,,,,,,,
,İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İSTANBUL,MARMARA,http://www.itu.edu.tr,ozelkalem@itu.edu.tr,02122852900,02122856610,İTÜ Ayazağa Yerleşkesi yeni Rektörlük Binası Kat:2 MASLAK-SARIYER-İSTANBUL,İSMAİL KOYUNCU,
,İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İSTANBUL,MARMARA,http://www.ticaret.edu.tr,rektorluk@ticaret.edu.tr,02123144141,212 320 70 11,"Örnektepe Mahallesi, İmrahor Caddesi No: 88/2 34445 Beyoğlu / İSTANBUL",YÜCEL OĞURLU,
,İSTANBUL TOPKAPI ÜNİVERSİTESİ,24.11.2016,VAKIF,İSTANBUL,MARMARA,www.topkapi.edu.tr,info@topkapi.edu.tr,4447696,02126214503,Prof.Muammer Aksoy Cd. No: 10 Kazlıçeşme / İSTANBUL,EMRE ALKİN,
,İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İSTANBUL,MARMARA,http://www.istanbul.edu.tr,iubilgi@istanbul.edu.tr,02124400000,0 212 440 00 10,"İSTANBUL ÜNİVERSİTESİ REKTÖRLÜK
İSTANBUL UNIVERSITY ",MAHMUT AK,
,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,18.05.2018,DEVLET,İSTANBUL,MARMARA,https://iuc.edu.tr,bilgi@iuc.edu.tr,02124040700,02124040701,İstanbul Üniversitesi-Cerrahpaşa Rektörlüğü 34320 Avcılar/İstanbul,NURİ AYDIN,
,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,28.02.2009,VAKIF,İSTANBUL,MARMARA,www.yeniyuzyil.edu.tr,info@yeniyuzyil.edu.tr,444 5001,0212 481 4058,"T.C. İstanbul Yeni Yüzyıl Üniversitesi
Topkapı Dr. Azmi  Ofluoğlu Yerleşkesi
",İLHAN YAŞAR HACISALİHOĞLU,
,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,24.04.2010,VAKIF,İSTANBUL,MARMARA,http://www.29mayis.edu.tr,29mayis@29mayis.edu.tr,02164740860,02164740875,"Elmalıkent Mah. Elmalıkent Cad. No:4
Ümraniye / İSTANBUL",- -,
,İSTİNYE ÜNİVERSİTESİ,23.04.2015,VAKIF,İSTANBUL,MARMARA,www.istinye.edu.tr,info@istinye.edu.tr,08502836000,212 481 36 88,"İstinye Üniversitesi Topkapı Kampüsü, Maltepe Mah., Teyyareci Sami Sokak, ",ERKAN İBİŞ,
,İZMİR BAKIRÇAY ÜNİVERSİTESİ,07.09.2016,DEVLET,İZMİR,EGE,bakircay.edu.tr,info@bakircay.edu.tr,02324930000,02324930000,Seyrek Kampüsü/ Gazi Mustafa Kemal Mah.Kaynaklar Cad./ Seyrek/Menemen/İZMİ,MUSTAFA BERKTAŞ,
,İZMİR DEMOKRASİ ÜNİVERSİTESİ,07.09.2016,DEVLET,İZMİR,EGE,http://www.idu.edu.tr,iletisim@idu.edu.tr,02322601001,02322601004,"Üçkuyular Mahallesi, Gürsel Aksel Bulvarı, No:14 35140 Karabağlar/İZMİR",BEDRİYE TUNÇSİPER,
,,,,,,,,,,,,
,,,,,,,,,,,,
,İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İZMİR,EGE,www.ieu.edu.tr,ik@ieu.edu.tr,02322792525,02322792626,SAKARYA CAD. NO:156 BALÇOVA/İZMİR,MURAT AŞKAR,
,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,21.07.2010,DEVLET,İZMİR,EGE,http://www.ikc.edu.tr/,rektorluk@ikc.edu.tr,02323293535,02323860888,"İzmir Kâtip Çelebi Üniversitesi Çiğli Ana Yerleşkesi
35620 İZMİR",SAFFET KÖSE,
,İZMİR KAVRAM MESLEK YÜKSEKOKULU,12.07.2008,VAKIF MYO,İZMİR,EGE,www.kavram.edu.tr,mudur@kavram.edu.tr,4449134,2323200113,Oğuzlar Mah. 1251/2 Sok. No:8 Konak/İzmir,- -,
,İZMİR TINAZTEPE ÜNİVERSİTESİ,18.05.2018,VAKIF,İZMİR,EGE,www.tinaztepe.edu.tr,rektorluk@tinaztepe.edu.tr,08508224988,0 232 440 44 22,"Aydoğdu Mahallesi, 1267/1 Sk., No.4 35400 Buca/İzmir",MUSTAFA GÜVENÇER,
,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İZMİR,EGE,http://www.iyte.edu.tr/,rektorluk@iyte.edu.tr,02327506001,0232 750 6015,İzmir Yüksek Teknoloji Enstitüsü Gülbahçe Kampüsü Urla/İZMİR,- -,
,KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İSTANBUL,MARMARA,http://www.khas.edu.tr,rektorluk@khas.edu.tr,02125336532,0212 631 91 50,"Kadir Has Üniversitesi, Kadir Has Caddesi,
Cibali / İSTANBUL 34083",MERYEM SONDAN DURUKANOĞLU FEYİZ,
,KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,KARS,DOĞU ANADOLU,http://www.kafkas.edu.tr,rektor@kafkas.edu.tr,04742251158,04742251160,Kafkas Üniversitesi Şehitler Mh. Turan Çelik Cd. Kombina Yolu Üzeri Merkez/KARS,- -,
,KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ,18.05.2018,DEVLET,KAHRAMANMARAŞ,AKDENİZ,www.istiklal.edu.tr,genelsekreterlik@istiklal.edu.tr,(0344) 400 -1000, (0344) 400-1025,"Kahramanmaraş İstiklal Üniversitesi Rektörlüğü, Menderes Mah. Cumhuriyet ",SAMİ ÖZGÜL,
,KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,KAHRAMANMARAŞ,AKDENİZ,www.ksu.edu.tr,genelsekreterlik@ksu.edu.tr,03443001000,0344 300 1037,"Kahramanmaraş Sütçü İmam Üniversitesi Rektörlüğü,  Avşar Mah. Batı Çevreyolu ",ALPTEKİN YASIM,
,KAPADOKYA ÜNİVERSİTESİ,16.09.2005,VAKIF,NEVŞEHİR,İÇ ANADOLU,www.kapadokya.edu.tr,info@kapadokya.edu.tr,03843535009,03843535125,Üniversite Meydanı No:2 Mustafapaşa Ürgüp/Nevşehir,- -,
,,,,,,,,,,,,
,,,,,,,,,,,,
,KARABÜK ÜNİVERSİTESİ,29.05.2007,DEVLET,KARABÜK,KARADENİZ,http://www.karabuk.edu.tr/,iletisim@karabuk.edu.tr,03704338200,0 370 433 20 05,Karabük Üniversitesi Demir Çelik Kampüsü Balıklar Kaya Mevkii,REFİK POLAT,
,KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,TRABZON,KARADENİZ,http://www.ktu.edu.tr,information@ktu.edu.tr,04623772101,04623253205,"Karadeniz Teknik Üniversitesi
61080 - Trabzon",HAMDULLAH ÇUVALCI,
,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,29.05.2007,DEVLET,KARAMAN,İÇ ANADOLU,http://www.kmu.edu.tr,iletisim@kmu.edu.tr,03382262000,00382262023,"Karamanoğlu Mehmetbey Üniversitesi, Yunus Emre Yerleşkesi, ",HÜSEYİN KARAMAN,
,KASTAMONU ÜNİVERSİTESİ,17.03.2006,DEVLET,KASTAMONU,KARADENİZ,http://www.kastamonu.edu.tr/index.php/tr/,ozelkalem@kastamonu.edu.tr,0 366 280 13 27,0 366 280 10 38,Kastamonu Üniversitesi Rektörlüğü Kuzeykent Kampüsü Merkez/KASTAMONU,AHMET HAMDİ TOPAL,
,KAYSERİ ÜNİVERSİTESİ,18.05.2018,DEVLET,KAYSERİ,İÇ ANADOLU,http://www.kayseri.edu.tr,basinyayin@kayseri.edu.tr,0352 504 38 38,352 504 38 37,Mevlana Mah. 15 Temmuz Yerleşkesi Kümeevler Talas/KAYSERİ,KURTULUŞ KARAMUSTAFA,
,KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,KIRIKKALE,İÇ ANADOLU,http://kku.edu.tr,ozelkalem@kku.edu.tr,03183573416,03183573016,Kırıkkale Üniversitesi Ankara Yolu 7. Km 71450 Yahşihan/Kırıkkale,ERSAN ASLAN,
,KIRKLARELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,KIRKLARELİ,MARMARA,http://www.klu.edu.tr/,ozelkalem@klu.edu.tr,02882129688-89,02882129682,"Cumhuriyet Mahallesi Kofcaz Yolu
Kayalı Yerleşkesi Merkez-Kırklareli",BÜLENT ŞENGÖRÜR,
,KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,17.03.2006,DEVLET,KIRŞEHİR,İÇ ANADOLU,www.ahievran.edu.tr,ozelkalem@ahievran.edu.tr,+90 (386) 280 4045,+90 (386) 280 4052,Bağbaşı Mah. Sahir Kurutluoğlu Cad. No: 100 Merkez/KIRŞEHİR,VATAN KARAKAYA,
,KİLİS 7 ARALIK ÜNİVERSİTESİ,29.05.2007,DEVLET,KİLİS,GÜNEYDOĞU ANADOLU,www.kilis.edu.tr,ozelkalem@kilis.edu.tr,03488142666/1001-1002,03488142660,Mehmet Sanlı Mah. Doğan Güreş Paşa Bulvarı No.134 Merlez/KİLİS,MUSTAFA DOĞAN KARACOŞKUN,
,KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,17.04.2020,VAKIF,KOCAELİ,MARMARA,www.kocaelisaglik.edu.tr,info@kocaelisaglik.edu.tr,0262 999 80 85,0 262 999 66 90,Yeniköy Merkez Mh. Ilıca Cd. No:29 Başiskele/KOCAELİ,MUZAFFER ELMAS,
,,,,,,,,,,,,
,,,,,,,,,,,,
,KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,KOCAELİ,MARMARA,http://www.kocaeli.edu.tr/,rekiletisim@kocaeli.edu.tr,02623031001,0262 303 10 33,Umuttepe Merkez Yerleşkesi 41380 İzmit/KOCAELİ,- -,
,KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İSTANBUL,MARMARA,http://www.ku.edu.tr,rektor@ku.edu.tr,02123381000,2123381248,"Koç Üniversitesi, Rumelifeneri Yolu, 34450, SARIYER, ISTANBUL",ZEYNEP CANLI,
,KONYA GIDA VE TARIM ÜNİVERSİTESİ,18.06.2013,VAKIF,KONYA,İÇ ANADOLU,http://www.gidatarim.edu.tr/,info@gidatarim.edu.tr,03322235488,03322235490,Melikşah Mah. Beyşehir Cad. No:9 42080 Meram / KONYA,METİN YAMAN,
,KONYA TEKNİK ÜNİVERSİTESİ,18.05.2018,DEVLET,KONYA,İÇ ANADOLU,http://www.ktun.edu.tr/,ozelkalem@ktun.edu.tr,03323508585,03323540012,Akademi Mah. Yeni İstanbul Cad. No:235/1 Selçuklu/KONYA,OSMAN NURİ ÇELİK,
,KTO KARATAY ÜNİVERSİTESİ,07.07.2009,VAKIF,KONYA,İÇ ANADOLU,http://www.karatay.edu.tr,bilgi@karatay.edu.tr,4441251,0332 2020044,KTO Karatay Üniversitesi Rektörlüğü Akabe Mah. Alaaddin Kap Cad. No: 130 ,FEVZİ RİFAT ORTAÇ,
,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,KÜTAHYA,EGE,http://dpu.edu.tr,ozelkalem@dpu.edu.tr,02744434343,02742652004,Kütahya Dumlupınar Üniversitesi Evliya Çelebi Yerleşkesi Tavşanlı Yolu 10. km.     ,KÂZIM UYSAL,
,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,18.05.2018,DEVLET,KÜTAHYA,EGE,http://www.ksbu.edu.tr/,bilgi@ksbu.edu.tr,02742652286,02742652285,Alipaşa Mahallesi Fatih Sultan Mehmet Bulvarı No./22 Kütahya Merkez,- -,
,LOKMAN HEKİM ÜNİVERSİTESİ,20.12.2017,VAKIF,ANKARA,İÇ ANADOLU,www.lokmanhekim.edu.tr,info@lokmanhekim.edu.tr,03122800808,312 280 0808,Söğütözü Mah. 2179. Cad. No:6 Çankaya Ankara,FATİH GÜLTEKİN,
,MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,18.05.2018,DEVLET,MALATYA,DOĞU ANADOLU,www.ozal.edu.tr,genelsekreterlik@ozal.edu.tr,05326100255,04228461225,Alacakapı Mahallesi Kırkgöz Caddesi No:70 P.K. 44210 Battalgazi / MALATYA,RECEP BENTLİ,
,MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İSTANBUL,MARMARA,http://www.maltepe.edu.tr/,maltepe@maltepe.edu.tr,02166261072,2166261070,Maltepe Üniversitesi Marmara Eğitim Köyü PK:34857 MALTEPE İSTANBUL,EDİBE SÖZEN,
,,,,,,,,,,,,
,,,,,,,,,,,,
,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,MANİSA,EGE,www.cbu.edu.tr,ozelkalem@cbu.edu.tr,02362011014,02362372442,Şehit Prof. Dr. İlhan Varank Kampüsü 45140 - Yunusemre - MANİSA,AHMET ATAÇ,
,MARDİN ARTUKLU ÜNİVERSİTESİ,29.05.2007,DEVLET,MARDİN,GÜNEYDOĞU ANADOLU,http://www.artuklu.edu.tr/,pdb@artuklu.edu.tr,04822134002,0 482 213 40 04,"Mardin Artuklu Üniversitesi Yenişehir Yerleşkesi, Diyarbakır Yolu
",İBRAHİM ÖZCOŞAR,
,MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İSTANBUL,MARMARA,http://www.marmara.edu.tr,genelsekreterlik@marmara.edu.tr, 0216 777 1020, 0216 777 1020,M.Ü.Göztepe Kampüsü Rektörlük Binası 34722 Kadıköy / İSTANBUL,MUSTAFA KURT,
,MEF ÜNİVERSİTESİ,27.04.2012,VAKIF,İSTANBUL,MARMARA,http://www.mef.edu.tr,mef@mef.edu.tr,02123953600,0 212 395 36 92,"Ayazağa Cad. No.4 34396
Maslak - Sarıyer - İstanbul",MUHAMMED ŞAHİN,
,MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,MERSİN,AKDENİZ,http://www.mersin.edu.tr/idari/genel-sekreterlik,gsekreterlik@mersin.edu.tr,03243610001,0324 361 00 15,Mersin Üniversitesi Çiftlikköy Kampusu Rektörlük Binası 33343 Yenişehir/MERSİN,- -,
,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,20.07.1982,DEVLET,İSTANBUL,MARMARA,https://www.msgsu.edu.tr,rector@msgsu.edu.tr,02122933760,0212 243 08 88,"Meclis-i Mebusan Caddesi No: 24
Fındıklı 34427 İstanbul",HANDAN İNCİ ELÇİ,
,MUDANYA ÜNİVERSİTESİ,11.03.2022,VAKIF,BURSA,MARMARA,https://mudanya.edu.tr,bilgi@mudanya.edu.tr,0224 224 2022,0224 247 1704,Çağrışan Mah. 2029 Sk. No:2 16265 Mudanya/Bursa,HASAN TOSUN,
,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,11.07.1992,DEVLET,MUĞLA,EGE,http://www.mu.edu.tr/,okalem@mu.edu.tr,02522111000,02522239274,Muğla Sıtkı Koçman Üniversitesi Rektörlüğü 48000 Menteşe/MUĞLA,TURHAN KAÇAR,
,MUNZUR ÜNİVERSİTESİ,22.05.2008,DEVLET,TUNCELİ,DOĞU ANADOLU,www.munzur.edu.tr,universite@munzur.edu.tr,04282131794,04282132752,Aktuluk Mahallesi Üniversite Yerleşkesi Merkez/TUNCELİ,UBEYDE İPEK,
,MUŞ ALPARSLAN ÜNİVERSİTESİ,29.05.2007,DEVLET,MUŞ,DOĞU ANADOLU,www.alparslan.edu.tr,bilgi@alparslan.edu.tr,04362494949,04362491022,"Muş Alparslan Üniversitesi Kampusu, Rektörlük, Diyarbakır Yolu 7. km 49250- ",FETHİ AHMET POLAT,
,,,,,,,,,,,,
,,,,,,,,,,,,
,NECMETTİN ERBAKAN ÜNİVERSİTESİ,11.04.2012,DEVLET,KONYA,İÇ ANADOLU,http://www.erbakan.edu.tr,bilgi@erbakan.edu.tr,03322210699,03322362141,Yaka Mah. Yeni Meram Cad. Kasım Halife Sok. No: 11 (A Blok) Posta Kodu: 42090 Meram / ,CEM ZORLU,
,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,NEVŞEHİR,İÇ ANADOLU,http://www.nevsehir.edu.tr/,ozelkalem@nevsehir.edu.tr,03842281073,384 215 30 58,"Nevşehir Hacı Bektaş Veli Üniversitesi Rektörlüğü 
2000 Evler Mahallesi ",SEMİH AKTEKİN,
,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,11.07.1992,DEVLET,NİĞDE,İÇ ANADOLU,http://www.ohu.edu.tr/,ozelkalem@ohu.edu.tr,03882252602-05-06,0 388 225 26 00,Niğde Ömer Halisdemir Üniversitesi Rektörlüğü Rektörlük Binası 2. Kat Merkez Yerleşke Bor ,HASAN USLU,
,NİŞANTAŞI ÜNİVERSİTESİ,17.09.2009,VAKIF,İSTANBUL,MARMARA,http://www.nisantasi.edu.tr,genel.sekreterlik@nisantasi.edu.tr,02122101010,02125652525,"Maslak Mahallesi, Taşyoncası Sokak,
No: 1V ve No:1Y Bina Kodu: 34481742
",ŞENAY YALÇIN,
,NUH NACİ YAZGAN ÜNİVERSİTESİ,07.07.2009,VAKIF,KAYSERİ,İÇ ANADOLU,http://www.nny.edu.tr,info@nny.edu.tr,03523240000,0352 324 00 04,Erkilet Dere Mah. Kuzey Çevreyolu Nuh Naci Yazgan Üniversitesi ,KERİM GÜNEY,
,ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,SAMSUN,KARADENİZ,http://www.omu.edu.tr/,iletisim@omu.edu.tr,03624575870,0362 457 60 91,"Ondokuz Mayıs Üniversitesi Rektörlük Binası 
Kurupelit Kampüsü, ",YAVUZ ÜNAL,
,ORDU ÜNİVERSİTESİ,17.03.2006,DEVLET,ORDU,KARADENİZ,http://www.odu.edu.tr,rektorozelkalem@odu.edu.tr,04522345010,045222265280,Cumhuriyet Yerleşkesi 52200 Altınordu/ORDU,ALİ AKDOĞAN,
,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,ANKARA,İÇ ANADOLU,http://www.metu.edu.tr,gensek@metu.edu.tr,03122101100,2101105,Orta Doğu Teknik Üniversitesi Üniversiteler Mah.Dumlupınar Blv.No:1 ,MUSTAFA VERŞAN KÖK,
,OSMANİYE KORKUT ATA ÜNİVERSİTESİ,29.05.2007,DEVLET,OSMANİYE,AKDENİZ,http://www.osmaniye.edu.tr,osmaniye@osmaniye.edu.tr,03288251818,328 825 00 97,"Karacaoğlan Yerleşkesi 80000
Merkez/OSMANİYE",TURGAY UZUN,
,OSTİM TEKNİK ÜNİVERSİTESİ,01.07.2017,VAKIF,ANKARA,İÇ ANADOLU,www.ostimteknik.edu.tr,esra.demirci@ostimteknik.edu.tr,03123861092,03123543993,"OSTİM Teknik Üniversitesi OSTİM, 06374 Ankara",MURAT ALİ YÜLEK,
,,,,,,,,,,,,
,,,,,,,,,,,,
,ÖZYEĞİN ÜNİVERSİTESİ,18.05.2007,VAKIF,İSTANBUL,MARMARA,www.ozyegin.edu.tr,rector@ozyegin.edu.tr,02165649300,02165649999,Nişantepe Mah. Orman Sok. No:34-36 Çekmeköy-İstanbul,FERİDE ESRA GENÇTÜRK,
,PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,DENİZLİ,EGE,http://www.pau.edu.tr,ozelkalem@pau.edu.tr,02582962020,0 258 296 23 33,Pamukkale Üniversitesi Rektörlüğü Kınıklı Yerleşkesi 20070 DENİZLİ,AHMET KUTLUHAN,
,PİRİ REİS ÜNİVERSİTESİ,30.01.2008,VAKIF,İSTANBUL,MARMARA,http://www.pirireis.edu.tr,bilgi@pirireis.edu.tr,02165810050,02165810051,"Postane Mahallesi, Eflatun Sk. No:8, 34940 Tuzla/İSTANBUL",NAFİZ ARICA,
,RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,17.03.2006,DEVLET,RİZE,KARADENİZ,erdogan.edu.tr,genel.sekreter@erdogan.edu.tr,04642238100,0464 223 6328,"Recep Tayyip Erdoğan Üniversitesi Zihni Derin Yerleşkesi, Fener Mah. 53100 RİZE",YUSUF YILMAZ,
,SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İSTANBUL,MARMARA,http://www.sabanciuniv.edu,rektor@sabanciuniv.edu,02164839000,0216 483 90 05,Sabancı Üniversite Orta Mah. Üniversite Caddesi No:27 34956 Orhanlı Tuzla İstanbu,YUSUF LEBLEBİCİ,
,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,15.04.2015,DEVLET,İSTANBUL,MARMARA,http://www.sbu.edu.tr,bilgi@sbu.edu.tr,02164189616,02164189620,"Mekteb-i Tıbbiye-i Şahane (Haydarpaşa) Külliyesi, Selimiye Mah. Tıbbiye Cad. No:",CEVDET ERDÖL,
,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,18.05.2018,DEVLET,SAKARYA,MARMARA,www.subu.edu.tr,subu@subu.edu.tr,0264 6160054,0264 616 0014,Sakarya uygulamalı bilimler üniversitesi Esentepe Kampüsü Serdivan /Sakarya,MEHMET SARIBIYIK,
